clip_id,label,spectral_centroid,spectral_bandwidth,spectral_contrast,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,cqt_1,cqt_2,cqt_3,cqt_4,cqt_5,cqt_6,cqt_7,cqt_8,cqt_9,cqt_10,cqt_11,cqt_12
162431-6-0-0,gun_shot,1534.1171572265619,1807.229552085216,16.36835291686386,-346.6262,33.86689,-1.2976534,11.526972,4.289826,2.0551753,-0.37157568,4.20039,2.3415344,2.7757175,-0.69438165,2.4252446,2.1395364,0.82043314,0.9434056,0.80563235,0.7376459,0.6119824,0.61241555,0.51980996,0.45212054,0.36971164,0.34432387,0.32573485,0.35129923
103199-4-2-7,drilling,2388.3168579104704,1333.2972156367,17.220769984390145,-31.793118,21.662436,-98.62529,15.436504,-13.489826,-3.102045,-5.771341,6.561333,-5.4794273,-2.3439305,-8.826483,6.961595,-9.151836,0.6563581,0.66421926,0.6738047,0.69084716,0.5771578,0.7891916,0.6176569,0.5385948,0.73437196,0.8311649,0.71839285,0.65302646
90846-8-0-0,siren,1142.5691954583838,1606.389874321765,17.169144077736377,-59.23394,113.40458,14.030067,29.691051,11.566374,22.636177,8.34589,4.773449,-13.560486,-2.5647633,-8.799711,-1.0744902,-13.036589,0.76166165,0.8587881,0.6783835,0.71594274,0.62031716,0.69758284,0.80963373,0.74748504,0.6861312,0.6218886,0.5489647,0.69561416
58857-2-0-13,children_playing,1585.8889365625294,1300.1002301621459,17.28760790855678,-271.3568,102.73873,-71.61371,-9.09689,-18.298656,-18.929323,-14.97007,-16.017767,-10.101541,-11.493291,-16.451004,-1.5988547,-7.939811,0.6715646,0.59382194,0.53030974,0.52750874,0.5353953,0.58440393,0.56202245,0.6544865,0.63302696,0.6965294,0.6413962,0.58905154
69598-4-9-0,drilling,1250.710558765975,1096.5795295885964,16.65840337359545,-239.46422,145.79288,-65.04773,3.9889586,-23.60739,-5.8747234,-1.1425765,-2.0980773,-5.442543,-0.08335946,-12.199956,-0.5885543,-8.016685,0.6761534,0.4796458,0.59346455,0.4959527,0.52114254,0.6391514,0.44743115,0.6909286,0.6433058,0.8168267,0.58175486,0.7269786
195451-5-0-16,engine_idling,2326.8547251810623,2051.600506526814,15.626261453607043,-55.74012,64.50971,-4.872382,12.032475,-1.9258599,14.766922,-12.379771,6.5491166,-5.5715623,10.60915,-4.5777698,4.76164,-7.4036946,0.38684464,0.3636045,0.49606386,0.5082355,0.34924254,0.29688936,0.38973472,0.29168677,1.0,0.3156296,0.31831858,0.23287019
63095-4-1-19,drilling,1959.1661752646378,2270.7413858778277,18.085558890818053,-141.08746,87.76754,1.0718597,-29.300083,7.0916867,-10.429622,25.585007,16.181862,-8.835245,-15.191259,5.8130703,10.742696,5.673165,0.2425637,0.25091222,0.27650002,0.2270574,0.2709051,0.9252654,0.62690914,0.4210237,0.25881857,0.366009,0.37961623,0.26830122
185373-9-0-6,street_music,1301.7178211023654,1383.0659184105518,17.38887608000769,-175.90958,125.16872,-24.751947,26.98642,-7.6491933,-3.477734,-6.4526167,-0.03922201,-7.0032425,-4.35277,-5.6117115,5.737794,-9.764498,0.46466628,0.61842996,0.60092825,0.41648614,0.5732612,0.54023314,0.61406475,0.55675066,0.45019695,0.49314752,0.39595193,0.7789303
41372-3-0-25,dog_bark,1252.3416899639942,1535.3469767372103,17.376326417988714,-189.16206,104.434906,-17.331926,20.351522,0.111019105,23.355833,0.66602474,4.9141498,7.7300806,23.2599,7.63519,8.234877,6.0855083,0.5743378,0.5075837,0.5254412,0.7221891,0.90437573,0.5436743,0.35322204,0.51372683,0.55388033,0.43609777,0.36271903,0.5218432
165039-7-3-0,jackhammer,2015.03736309616,1994.5028585855068,15.738315635073818,-81.23731,76.19525,2.3742957,16.653193,-7.207282,24.020033,6.8778358,-2.6096008,-1.9495519,9.71914,2.822484,6.488869,1.2322252,0.39484414,0.52886343,0.65109247,0.4033976,0.3855574,0.932843,0.7863929,0.7319032,0.53301394,0.6700151,0.47296476,0.74465024
195451-5-0-3,engine_idling,2254.817293967258,2027.1099432433575,15.844175392496384,-63.099106,65.21831,-4.3061886,16.610909,-2.2404127,16.357422,-12.159488,7.7768354,-1.2820016,14.905436,-6.49993,3.9318275,-7.5392413,0.46733248,0.47214788,0.5169877,0.5118157,0.42989618,0.4127625,0.4652936,0.34376508,0.99988544,0.36852068,0.36974406,0.29356593
199769-1-0-18,car_horn,1192.8280169259378,1029.3470338783802,24.080748768377322,-189.29863,93.11619,-26.772642,31.667597,0.41871822,4.4693236,3.487462,-9.953887,-2.283068,-4.048075,-8.319048,8.5707245,11.373803,0.17692229,0.13394555,0.12536903,0.28280437,0.09011126,0.13312963,0.22545491,0.20186912,1.0,0.091121785,0.09880776,0.8022731
63095-4-0-8,drilling,1354.0908081869914,1899.7231915189054,17.281320291151868,-194.02254,116.32758,11.315817,-8.777142,16.048374,-2.8394434,30.292906,10.584266,-4.4778905,-0.6037179,2.6246798,-6.5028596,4.973663,0.17923012,0.192274,0.17657691,0.3496973,0.18956186,0.15539572,1.0,0.44439697,0.2927329,0.20929787,0.36697468,0.2579676
54067-2-0-71,children_playing,1949.741751580934,1510.7863463960437,19.913316667949303,-213.65312,64.49277,-46.185146,-0.25691265,-29.256517,-1.8425803,-19.046669,-9.205861,-12.414959,1.6304314,3.4455726,3.8574882,-7.4396296,0.29641974,0.35379544,0.47370467,0.52977455,0.64151603,0.45015308,0.412859,0.41170707,0.4146161,0.4532687,0.44488972,0.39296284
103199-4-0-5,drilling,2102.9919965400113,1461.168772332793,16.544967829257725,-6.678304,53.570156,-81.38887,2.7985606,-23.35651,-13.699126,-17.787853,-10.627482,-17.722322,-12.846043,-16.46107,-4.815501,-16.329544,0.5867219,0.92140657,0.52119386,0.55832124,0.6108991,0.58555937,0.85976315,0.5033535,0.73502654,0.6116345,0.7713878,0.6502959
175847-1-0-0,car_horn,2130.5817467431643,1626.1284128160917,19.694624485692543,-258.06662,83.46012,11.277401,33.563175,-19.677732,13.700759,23.148733,-20.040413,8.81887,8.976002,-18.32644,11.093294,-0.13048768,0.307826,0.40352175,0.4316268,0.42980635,0.4530939,1.0,0.686527,0.43278986,0.33336127,0.34609893,0.31600726,0.3388381
185373-9-0-21,street_music,1174.0919147579866,1342.9414898524017,16.23663377636147,-193.51697,136.39902,-18.062143,21.893566,-6.996662,2.3648565,-9.1774435,0.6256119,-6.004956,-2.4324949,-4.709535,2.3302436,-8.496064,0.5311324,0.8730672,0.53345305,0.4884144,0.6492912,0.47858578,0.7162834,0.6117247,0.5917202,0.69146985,0.5103834,0.6205414
17853-5-0-14,engine_idling,1344.7391852822695,1799.2550786044437,16.643705741270505,-186.91196,94.076515,10.107411,13.656096,2.9151955,9.804851,2.8166625,7.566068,2.9026654,7.9130435,2.306817,11.552113,8.148746,0.52489,0.2960231,0.143748,0.14777955,0.28427985,0.3139416,0.114223756,0.26827446,0.15849636,0.9321935,0.2928172,0.4459521
165039-7-1-0,jackhammer,2236.934398596325,2093.969914790344,15.486193856233285,-105.955536,66.948654,11.587665,23.84394,-7.131567,16.600552,1.2747753,2.461383,2.5196452,5.133604,1.3489947,6.413454,-1.2510837,0.48730075,0.6112292,0.8527699,0.50806385,0.6500307,0.7012475,0.7572634,0.53878117,0.67507005,0.8080266,0.6674567,0.6025562
138473-9-0-6,street_music,1378.951333417232,1564.6754819384787,17.054325096554138,-103.81991,116.28736,-7.3180394,9.221007,-7.941719,-1.8982832,-7.083804,-1.7419192,-3.5136256,4.0671153,-4.7455845,4.052789,-1.4190267,0.6174997,0.53125364,0.75927144,0.69189936,0.554432,0.56919694,0.7079527,0.7994567,0.6733995,0.7664712,0.61390036,0.6361976
162431-6-2-0,gun_shot,1529.431736551896,1589.6188009490093,16.74361619211638,-229.56392,56.362133,-2.7828662,18.795794,7.1117096,5.581933,-3.5661957,2.2017722,2.2392936,4.9330196,-3.5853894,2.3557851,1.9903641,0.80100137,0.86316377,0.82499677,0.9199023,0.8846205,0.7603713,0.61076427,0.46661696,0.38584962,0.34753388,0.38178334,0.37332487
177742-0-0-84,air_conditioner,2208.086635636161,2111.774415030257,15.336121235443665,-121.26103,65.87301,5.7392745,14.250618,-3.615014,11.450477,-1.2774727,7.7430787,-0.15260383,12.406292,-5.8022766,-3.9828587,-4.147722,0.4024018,0.5232379,0.37974146,0.44080207,0.5909329,0.6189176,0.5355151,0.56659883,0.52253026,0.816976,0.31529588,0.2782123
182103-9-0-26,street_music,1814.5769623889635,1546.551444968408,20.906029469235875,-174.45953,80.66387,-29.677736,11.608866,-18.056551,-5.034938,-18.686193,-4.3930964,-10.316054,-12.852143,-12.6767,-5.2340655,-16.265352,0.2894322,0.32169726,0.28830782,0.35922623,0.3071001,0.59439594,0.6157796,0.8266036,0.53294194,0.36943078,0.6025593,0.3171201
195451-5-0-1,engine_idling,2225.5299892627713,2031.7525240936009,16.035917884218037,-63.86552,64.48986,-2.762152,18.774694,-2.470753,14.943766,-13.346896,8.595083,1.2443378,15.627383,-6.9000483,5.6698565,-7.7362747,0.5241198,0.5297575,0.68888944,0.6015902,0.37315124,0.39192796,0.4155547,0.34571776,0.9044089,0.3223802,0.351582,0.26295668
195451-5-0-14,engine_idling,2264.9423249445513,2038.3598512288183,15.71504027354833,-53.503548,68.16166,-5.103868,9.89312,-2.752584,15.709417,-11.105966,6.7197537,-7.3899665,9.553989,-6.099308,4.5221314,-7.142116,0.36575502,0.37181064,0.43345678,0.4626941,0.32866004,0.32481492,0.34598178,0.28964,1.0,0.3049727,0.32517254,0.24420066
63095-4-1-27,drilling,1898.2820833174396,2296.4565639557936,18.401480980942164,-151.27753,90.71772,7.83537,-24.967987,7.617274,-14.1999855,21.64272,18.058775,-6.9740825,-13.479206,4.4739347,14.22938,3.9211164,0.25157303,0.2293583,0.24927856,0.21452312,0.29622665,0.97195095,0.66678035,0.4298303,0.25118458,0.40910062,0.29247543,0.24178162
63095-4-1-33,drilling,1951.269398577069,2350.616500333825,17.967773961524713,-166.68047,88.29796,10.190505,-23.016542,8.141444,-18.955048,18.979137,22.210712,1.3079937,-3.1312745,3.7044694,8.04938,-1.6911544,0.14919588,0.18404692,0.1616323,0.18700238,0.15296277,0.39086458,0.9359514,0.3660256,0.3497814,0.2007068,0.17483036,0.16205458
138473-9-0-35,street_music,1409.0142099427683,1607.6406030808978,16.891408396228442,-120.38994,111.992485,-1.5580252,9.5898905,-10.801723,-3.901907,-19.89739,-4.7252192,-9.3962145,-3.0327094,-8.0631,-2.752402,-5.03362,0.5009263,0.35056064,0.6135506,0.47771734,0.551142,0.5458755,0.51556873,0.81607336,0.6763419,0.6810606,0.4415983,0.657071
103199-4-2-5,drilling,2327.137881201733,1341.8346349818655,17.476220238818534,-13.418813,35.876842,-90.47147,20.55702,-12.07291,-2.511877,-6.1427374,4.8310056,-3.9966466,1.3946316,-8.1391945,4.713538,-12.260491,0.6522016,0.5962365,0.6405318,0.67579085,0.59006256,0.97428405,0.6384684,0.55053115,0.7165513,0.7015134,0.5771914,0.582973
52077-3-0-17,dog_bark,1451.5983308286177,1656.2704703627558,17.11700440456844,-468.82465,113.36671,-18.474325,-12.499926,7.6820345,-5.3555155,-11.60286,4.2709465,-4.807795,11.393364,-2.2190456,19.58627,9.524298,0.5099336,0.5413169,0.6605968,0.47385633,0.39707503,0.3141195,0.3183235,0.82820594,0.68819314,0.37707543,0.41719916,0.45780587
29721-4-0-4,drilling,2948.7931508792335,2176.805560218634,16.100144433789797,-150.74873,29.263994,-6.066032,14.507688,-1.0182892,4.1109953,-9.15884,8.055975,-8.885722,6.1168666,1.084111,-3.4801128,-7.501495,0.48331732,1.0,0.36373124,0.4280642,0.3739111,0.3799141,0.37678346,0.2522649,0.32188457,0.35410672,0.3519543,0.38296226
186339-9-0-17,street_music,1749.7945195196087,1948.915268599155,16.53199901401287,-341.11444,91.60528,18.76689,25.389202,-7.4122157,17.217123,-12.33144,16.76666,-1.2385998,12.811702,1.728454,5.5596194,0.071115285,0.67519087,0.58933043,0.51246226,0.57240844,0.42064136,0.4459144,0.40578708,0.448722,0.44006935,0.47546607,0.54818094,0.5064598
107228-5-0-6,engine_idling,1696.7139464825918,1925.7244730798757,16.486273789162052,-229.4094,78.19083,5.1825433,34.87652,10.36473,41.966003,15.439431,12.049917,-4.286339,8.706142,-9.350216,1.0755855,-5.119733,0.75621027,0.7703743,0.8824599,0.7367695,0.661206,0.6560243,0.632359,0.65750027,0.72747684,0.8303539,0.8654842,0.832384
179386-3-0-1,dog_bark,1349.0874112939666,1014.3620281905258,18.778965702893068,-243.08827,127.815384,-88.65253,-17.38979,-1.8880986,13.421441,8.217548,27.250143,-3.2515423,21.799177,19.438732,18.620079,3.465418,0.58839726,0.7392757,0.6510544,0.6076433,0.5317666,0.44812185,0.59029335,0.37483802,0.3818486,0.46863332,0.3708801,0.6507599
103199-4-2-11,drilling,2691.875129416505,1395.6693457859608,15.886258264281748,-46.306633,-27.253181,-107.83944,11.040524,-8.939265,4.0553274,4.463819,10.873012,-2.2084775,5.159264,2.731468,6.488349,-2.9994316,0.7414094,0.75114155,0.78705233,0.7170996,0.670986,0.64290035,0.63699204,0.6026611,0.6280047,0.68348867,0.67331946,0.65726423
177742-0-0-102,air_conditioner,2314.8981797707784,2154.2522300576807,15.382870544361054,-215.1011,65.2177,-0.6909482,5.8860335,9.369597,23.688257,3.8315837,2.58331,-11.20247,8.244836,1.1828463,4.453743,-10.030265,0.44837898,0.6661037,0.77965254,0.6511105,0.9524241,0.565099,0.55771965,0.6840492,0.5363015,0.46738818,0.5742653,0.5396949
13230-0-0-14,air_conditioner,1421.0241746807014,1382.0160122190784,17.46008401420215,-229.44379,118.92994,-40.921825,12.961313,12.540158,6.7745633,-9.381688,5.6037674,0.24683087,1.9959432,-5.6237903,-3.8159149,-9.728741,0.40340024,0.3904988,0.45801097,0.4196284,0.55377764,0.62639534,0.73455465,0.69430757,0.8884958,0.8285955,0.73768836,0.4138934
17853-5-0-6,engine_idling,791.0431238968638,1388.6040743122255,16.023766764846663,-267.40945,130.06418,3.1466053,12.990401,12.405209,17.242462,3.6005878,16.998726,4.964754,12.562001,2.0443878,10.395462,6.463696,0.4517957,0.2277618,0.11172753,0.11294174,0.15305571,0.3379128,0.10572926,0.11223877,0.1655723,1.0,0.23192567,0.32417798
13230-0-0-28,air_conditioner,1374.40191401666,1365.8548813496436,17.524229078353585,-231.57068,122.55522,-37.99442,16.364237,17.826664,8.266165,-11.957164,5.7255945,-0.40068728,-3.2902446,-5.8555713,-3.2667298,-7.789605,0.37009788,0.3599471,0.35088673,0.54113084,0.42988598,0.38991562,0.446788,0.72588,0.75753194,0.57599556,0.6676402,0.33685496
82811-3-4-0,dog_bark,1467.079177001573,1679.813393586927,16.05719879819404,-444.13293,112.32384,-3.6262357,-6.6132264,-5.9149637,6.53555,-4.2986956,-10.850113,-9.318705,-5.822316,-6.1121917,-0.9056651,-5.757043,0.69427943,0.7621651,0.6949774,0.5960841,0.7304301,0.62456876,0.7133076,0.74070835,0.644739,0.6844717,0.64381117,0.67964405
90014-8-0-1,siren,1303.914259675907,1297.349410983059,20.250088023128033,-303.16977,123.96649,-20.842564,24.681717,-3.0882673,18.155003,4.0536995,-3.2616816,-4.1262093,5.0196166,7.012785,5.108605,1.791694,0.28775656,0.3715955,0.7144882,0.3369021,0.37773892,0.29367843,0.30618995,0.3519745,0.39175248,0.7948394,0.4143456,0.27506864
30204-0-0-5,air_conditioner,1474.5165416913308,2079.5264995360753,14.89716604736344,-130.90335,87.59922,17.537241,21.55332,23.178253,4.6702313,21.541925,9.789385,5.064116,10.066747,3.04198,4.209748,2.3900187,0.7091305,0.52006453,0.490212,0.45497698,0.47241354,0.4567872,0.45662928,0.67211604,0.811809,0.7310484,0.48121896,0.43493724
9223-2-0-9,children_playing,1884.4639869722287,1507.9969231169184,19.27367755356724,-213.05841,80.380455,-38.931034,17.576397,-33.037632,4.3581886,-10.919635,7.8779407,-7.873597,-0.21826477,-12.719298,3.1902921,-5.5043764,0.40133774,0.38326755,0.41017848,0.33807606,0.3951323,0.3588954,0.45222265,0.60806066,0.52604043,0.5116202,0.52463144,0.4917376
135526-6-11-0,gun_shot,1297.6772085560285,1260.5145768100028,15.70555383434252,-19.072739,138.37593,-43.537785,14.479363,-15.070732,0.7549262,-11.260654,0.79575175,-9.34713,-0.913833,-8.136763,0.55030704,-6.921914,0.76864773,0.7699407,0.70034933,0.88656574,0.72493196,0.7476173,0.71454895,0.7077135,0.65699047,0.73466426,0.8480737,0.74192554
22601-8-0-17,siren,1153.3028416779462,1092.722875573851,15.697751202300168,-235.67542,151.0991,-49.11296,-5.6892157,-4.186397,34.76987,14.336653,2.1640031,-10.963535,5.564278,3.5750585,-3.603191,-12.607233,0.78610426,0.7559657,0.74461603,0.77276534,0.81210756,0.7994188,0.6965584,0.65563196,0.7689779,0.7744263,0.8039227,0.75172627
33696-3-6-1,dog_bark,2835.070832585926,1805.1387885022714,16.397408689879484,-365.86407,16.157372,-29.361895,46.434807,6.0130343,4.8439183,1.2269847,12.806234,-0.31853423,7.2921176,0.8921659,6.489307,0.7122472,0.48481467,0.42630264,0.4200301,0.42956936,0.4464259,0.42005786,0.3958265,0.41186666,0.7814518,0.9159518,0.44421205,0.4687534
62837-7-1-28,jackhammer,1814.6379838154955,1883.702548755785,17.189929622110572,-109.87448,88.27482,-3.2921615,15.97229,-11.84193,-8.39152,-10.179238,-9.334867,-18.055965,-7.8029394,-3.1498752,-2.7272,-9.381924,0.49556628,0.4643721,0.4453242,0.53462166,0.7481807,0.9376483,0.8243517,0.6820461,0.67225784,0.5694323,0.55085886,0.6395121
62837-7-1-14,jackhammer,1923.1214057651846,1898.905551304411,16.16030013122234,-79.424965,83.16417,-11.259869,7.528473,-5.4255733,-15.701498,-17.671816,-7.0200114,-15.339124,0.38204482,-4.369117,-2.6586752,-12.502603,0.61430365,0.58625495,0.6278063,0.57180554,0.64474964,0.81554663,0.8461306,0.56871575,0.764654,0.6983214,0.7664864,0.83987963
18594-1-4-0,car_horn,1998.9111772500353,1454.6217952782845,17.99578010095621,-65.84639,55.659904,-63.950924,1.8942078,-5.9239755,-5.6463094,-3.9855363,-14.008852,-9.686075,-6.2343454,-4.2926607,9.222966,7.3463035,0.9743671,0.22942309,0.29469228,0.7800043,0.30232987,0.23109736,0.370464,0.5533959,0.85082716,0.3097808,0.2835233,0.45495763
62837-7-1-15,jackhammer,1856.5101697064038,1865.667733193856,16.410780054786176,-72.972206,87.444595,-12.410507,4.8381376,-9.49601,-9.761307,-14.495275,-6.240404,-16.511147,-0.10645813,-5.800858,-2.5281427,-12.454223,0.48857388,0.4906403,0.50666004,0.5933689,0.68024814,0.934899,0.83038354,0.5830248,0.75648123,0.65080315,0.68851435,0.70005584
166101-5-1-0,engine_idling,1217.1390919434582,1306.0623573560654,16.224605657170382,-131.33737,136.57954,-42.6326,41.804432,-9.337558,19.378246,-12.1084175,2.9218833,-10.847191,9.667588,-4.859439,1.1688582,-5.245791,0.41980472,0.426031,0.49231848,0.5881307,0.56332,0.6792511,0.68805295,0.97568226,0.6952851,0.56939703,0.41370246,0.35465237
62837-7-1-29,jackhammer,2009.5340814277783,2023.6625832603197,17.049881167590602,-105.66967,79.96416,4.860258,16.98813,-11.686337,-9.033261,-8.143367,-9.510415,-16.933985,-9.991885,-5.4599185,-3.0446086,-8.718037,0.52306604,0.44066095,0.38702974,0.4379504,0.5783504,0.95248383,0.75725543,0.6508817,0.56813467,0.5629466,0.50452,0.6079519
103199-4-6-0,drilling,2449.866371770176,1308.1500462000881,16.51773575256702,-30.82625,22.714931,-92.11336,28.901777,-17.753553,-15.576233,-10.596515,6.1569104,-1.1805589,2.163301,-13.621999,1.6556878,-12.254644,0.64996,0.6870206,0.56013215,0.6023312,0.6868841,0.7118038,0.8372102,0.62884617,0.70115834,0.88224983,0.76439524,0.64355224
22601-8-0-16,siren,1138.3869303541012,1087.6318983139472,15.845136090868733,-236.29655,151.75688,-49.5467,-4.639518,-4.1754837,31.73565,15.194084,2.642795,-10.598761,4.5979586,1.7808634,-1.063683,-11.291669,0.7501257,0.73457646,0.81295455,0.7618624,0.77377075,0.8016473,0.612704,0.71809095,0.71991944,0.744205,0.7852683,0.70250666
188824-7-3-0,jackhammer,2887.0348445069835,2270.4293180470395,15.496584389098219,-361.64502,45.374775,8.062631,13.2960825,-0.7452402,6.3280478,-3.7568984,10.8176775,-5.378879,4.9697337,0.38090274,1.5895956,3.7841833,0.44229272,0.59607965,0.5973372,0.98236,0.7323171,0.5768303,0.6672828,0.9035073,0.52549803,0.51693493,0.5458254,0.48450387
30204-0-0-4,air_conditioner,1407.9722663894006,1998.3231949588221,15.359259866091739,-132.63055,91.38194,14.583974,24.372551,22.372322,4.1980457,23.361969,11.31518,4.186733,6.791633,3.7889488,2.3353646,3.8621957,0.60223776,0.5531047,0.5193029,0.58177847,0.50632215,0.50998867,0.52486694,0.7975802,0.75448126,0.7455001,0.53338665,0.40421578
90014-8-0-0,siren,1251.8267884601207,1278.8774369068917,19.729735810566606,-305.97418,124.1647,-18.96883,22.52859,-3.7624884,18.876472,4.3624907,-2.4826334,-2.9735577,6.0904818,6.610197,5.009158,-0.12802206,0.2901429,0.36847678,0.715834,0.37876824,0.38632882,0.29340982,0.33405584,0.3244367,0.37592426,0.75328296,0.37054595,0.28501332
17853-5-0-7,engine_idling,786.5914329775425,1384.3435969040138,15.860566718665167,-265.38812,129.46681,3.1280227,13.231142,12.378528,17.357353,4.435558,17.495075,4.618453,11.728371,1.7282062,10.540003,6.2534103,0.4611414,0.24122123,0.11212021,0.12104588,0.15677564,0.33347094,0.1074462,0.11991453,0.17030959,1.0,0.21894427,0.3321478
115536-3-0-0,dog_bark,1891.657405000274,1529.4502046861262,17.759573709981034,-209.47758,60.38179,-34.879112,4.1491904,-19.994576,-17.395142,-9.29211,-12.114708,-8.7454815,1.5740325,4.839533,7.4108644,-1.270501,0.6039856,0.7063413,0.6590431,0.57166773,0.5415308,0.51205426,0.5659052,0.535414,0.59147847,0.5428863,0.5627816,0.54201186
103199-4-2-10,drilling,2692.45241742456,1389.9993502417615,15.866963963271594,-43.089134,-28.772743,-109.96748,10.264794,-8.973219,4.594713,4.990533,10.721234,-1.3814552,4.73797,2.9971154,8.206658,-3.3623672,0.7826299,0.7229788,0.8147944,0.68480194,0.6799282,0.6532201,0.6210043,0.57074213,0.6128079,0.7225058,0.71915126,0.67343825
179386-3-0-0,dog_bark,1288.6445556085419,983.9212266366753,18.39361362225731,-241.62935,138.50253,-85.16302,-17.673155,-3.8318136,12.15557,7.188995,26.621134,-3.76903,21.14413,19.465176,18.537966,2.5619373,0.5346129,0.7236751,0.64441377,0.64281154,0.50776684,0.4287397,0.6120166,0.34618667,0.4115714,0.45911786,0.38927373,0.70397496
107228-5-0-7,engine_idling,1676.4782431326655,1919.9426059337177,16.499633989528636,-232.02345,78.3133,3.861302,34.360558,13.03666,42.4898,15.896888,11.552787,-4.1834393,8.148759,-9.308805,0.28592512,-4.7232594,0.75680244,0.8135088,0.871679,0.81588995,0.65689486,0.66379505,0.6679416,0.6536508,0.7317419,0.8726133,0.8770074,0.86322546
128030-3-1-0,dog_bark,1266.1519349429018,1290.2535012977623,19.282149243366717,-361.59882,98.18625,-11.468321,-36.029514,-43.17165,-33.9906,-21.167807,18.024277,8.311568,16.450548,-3.4742913,-12.992149,-1.400368,0.37645638,0.24775112,0.29830173,0.34867662,0.38748884,0.3087715,0.33701682,0.5680756,0.7458471,0.25829226,0.27667204,0.47568557
155263-2-0-12,children_playing,1018.8473733678537,1278.000514920647,16.52605486262721,-224.3783,142.79056,-17.485714,40.75072,-1.1971269,11.364502,-5.001341,1.1723763,-0.5391261,-0.024454525,-6.1213923,-0.28199154,0.75324476,0.6960103,0.8670796,0.7347619,0.6560178,0.6347789,0.6801328,0.8153816,0.7885689,0.66683114,0.6416772,0.6491465,0.6472272
29721-4-0-5,drilling,2888.64574491362,2183.9455127725146,16.35448352737404,-149.56677,32.00419,-5.9287987,13.434715,-2.4586773,3.0769684,-9.2002,7.9043865,-8.709454,6.2093987,1.8450739,-2.4168992,-6.209351,0.490805,0.99870193,0.4548924,0.46488222,0.42518702,0.38388583,0.38046116,0.26517618,0.3348329,0.3970172,0.36194932,0.36216095
118961-3-0-0,dog_bark,1259.1031250926212,1341.293577296441,16.44319306447264,-121.13324,125.74966,-17.381874,-7.7854075,-15.211714,-7.484137,-9.953135,3.083261,-8.538809,-0.35124698,-3.4082828,-7.754401,-14.292281,0.6288108,0.60934377,0.59740067,0.5618476,0.63984853,0.68567026,0.6221907,0.66148275,0.66879255,0.7403387,0.71292746,0.77063066
146714-0-0-18,air_conditioner,1900.2072512411453,2322.114457206684,15.632061823395263,-289.40958,68.95546,41.322124,9.123496,7.429516,6.479314,17.792253,8.1980095,1.99527,13.579533,11.764571,16.40462,13.258059,0.7561453,0.79717046,0.70362455,0.7051256,0.7366015,0.78518456,0.6675522,0.49569982,0.47598836,0.55190825,0.5794659,0.6635791
103199-4-2-4,drilling,2300.858957071878,1322.9830238261557,17.42329926737339,-16.599056,37.6814,-92.82846,20.68829,-13.020099,-1.5822687,-4.7899437,5.3550234,-5.6748633,-2.7647429,-8.311753,4.398856,-12.599495,0.6825489,0.5960008,0.66024655,0.7096183,0.61941,0.9528881,0.60522914,0.5070897,0.6884794,0.77134794,0.66520786,0.5942776
58857-2-0-10,children_playing,1560.2843472470452,1292.2473895128446,16.86435218780638,-275.611,105.0741,-69.14561,-13.064528,-15.118852,-10.818964,-17.703701,-19.588419,-6.6620173,-11.782075,-18.63513,-1.1286074,-6.382385,0.6976353,0.5322388,0.50638205,0.52877903,0.48380715,0.5705746,0.58749384,0.7146167,0.63865906,0.63831806,0.66293406,0.6800273
195451-5-0-15,engine_idling,2273.342621470441,2043.4475327265693,15.605830522480897,-54.542034,66.92601,-4.500909,10.702863,-2.3086927,15.238842,-11.556543,6.6602182,-6.6193957,10.1656065,-5.5121884,5.266144,-7.2927217,0.3747535,0.36705676,0.46464458,0.46483994,0.33943954,0.32715383,0.35821867,0.27473533,1.0,0.29342628,0.31933388,0.24455848
195451-5-0-0,engine_idling,2203.455128666041,2026.746061457103,15.946935116635716,-60.501396,66.18526,-2.9066765,16.347641,-3.2574072,14.081468,-12.868538,10.619522,2.9073958,15.777989,-6.855007,6.9212437,-6.944383,0.6403678,0.6311694,0.7887953,0.63478583,0.50552785,0.4638916,0.45333445,0.3866145,0.8757236,0.34977856,0.3738414,0.2896468
132855-2-0-113,children_playing,878.7858017027711,1092.9281513266453,16.54096624668732,-368.92294,167.92128,-21.959106,11.669602,-3.2461002,13.760301,-3.7719002,7.3810267,5.6683536,5.703969,2.8700147,7.4061365,3.950019,0.60144055,0.6435241,0.6228879,0.66933566,0.628366,0.5677231,0.49453208,0.5090973,0.4922649,0.48934695,0.5444847,0.9996226
73373-3-0-0,dog_bark,1092.4236703200484,1123.6575183445188,17.853986878657995,-253.18776,147.06148,-47.623142,-2.4215977,-7.472055,-1.8274151,4.7335634,11.131735,10.826779,14.508649,0.7764833,-0.72533375,-5.601198,0.71580255,0.69516855,0.66562593,0.6529143,0.62113464,0.6482143,0.59482825,0.8027524,0.6453656,0.5127678,0.45080492,0.5461303
103199-4-0-6,drilling,2171.883681587173,1428.9028358534079,16.503633451258914,-7.3366985,47.27012,-84.11649,7.863887,-16.25113,-8.571461,-12.852329,-3.3067489,-11.4017725,-9.699495,-12.281049,-0.1500992,-11.709118,0.643311,0.8572833,0.5801959,0.6294312,0.6091296,0.57712406,0.7958821,0.5765816,0.7282936,0.6385386,0.81742495,0.6635063
